id,latitude,longitude,track_id,time,distance_m,time_diff_s,speed_mps,speed_kmh,acceleration_mps2,acceleration_kmh2,bearing_deg,window_id
18,-10.9414799027875,-37.0573913752163,1,2014-09-13 07:26:06,43.03151450208853,6.0,7.171919083681423,25.81890870125312,-0.5168611486743692,-6698.520486819824,140.94362650942924,6
19,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:12,7.6809177096190435,6.0,1.280152951603174,4.608550625771427,-0.9819610220130414,-12726.214845289016,139.6021598465834,6
20,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:18,0.0,6.0,0.0,0.0,-0.2133588252671956,-2765.130375462856,139.6021598465834,7
21,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:23,0.0,5.0,0.0,0.0,0.0,0.0,139.6021598465834,7
22,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:28,0.0,5.0,0.0,0.0,0.0,0.0,139.6021598465834,7
23,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:33,0.0,5.0,0.0,0.0,0.0,0.0,139.6021598465834,8
24,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:38,0.0,5.0,0.0,0.0,0.0,0.0,139.6021598465834,8
25,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:44,0.0,6.0,0.0,0.0,0.0,0.0,139.6021598465834,8
26,-10.941532508608,-37.0573457786884,1,2014-09-13 07:26:49,0.0,5.0,0.0,0.0,0.0,0.0,139.6021598465834,9
27,-10.9415422095559,-37.05733795467,1,2014-09-13 07:26:55,1.3759367512660197,6.0,0.2293227918776699,0.8255620507596118,0.0382204653129449,495.3372304557671,141.62572164501228,9
28,-10.9417422658859,-37.0571659304346,1,2014-09-13 07:27:00,29.1128481939616,5.0,5.822569638792319,20.96125069965235,1.1186493693829298,14497.69582720277,139.82737776339786,9
29,-10.9421000724016,-37.056833161463,1,2014-09-13 07:27:06,53.87746816655822,6.0,8.979578027759702,32.32648089993493,0.5261680648278971,6819.138120169547,137.6002920555842,10
30,-10.9424436046914,-37.0565510553466,1,2014-09-13 07:27:12,49.06844047181021,6.0,8.178073411968368,29.441064283086128,-0.133584102631889,-1731.249970109281,141.12210410311172,10
31,-10.942783282087,-37.0563672194186,1,2014-09-13 07:27:17,42.77155828925001,5.0,8.554311657850002,30.795521968260008,0.0752476491763268,975.2095333251954,152.01531151053564,11
32,-10.9430483969072,-37.0562007891263,1,2014-09-13 07:27:23,34.6290983912338,6.0,5.771516398538967,20.77745903474028,-0.4637992098851725,-6010.837760111835,148.35232728955452,11
33,-10.9430896255589,-37.0558792710436,1,2014-09-13 07:27:28,35.399201160464514,5.0,7.079840232092903,25.48742483553445,0.2616647667107871,3391.1753765718013,97.44109039171656,11
34,-10.943157098505,-37.0552885005004,1,2014-09-13 07:27:34,64.93108930750884,6.0,10.82184821791814,38.958653584505306,0.6236679976375394,8082.737249382511,96.63528262517924,12
35,-10.94331306032,-37.054664512767,1,2014-09-13 07:27:39,70.29534114117064,5.0,14.059068228234128,50.61264562164286,0.6474440020631977,8390.874266739043,104.28263388885262,12
36,-10.9434934531745,-37.0539906272633,1,2014-09-13 07:27:44,76.25549849309377,5.0,15.251099698618754,54.90395891502752,0.2384062940769251,3089.745571236949,105.25099372099066,12
37,-10.9437307342081,-37.0531333557592,1,2014-09-13 07:27:50,97.23868761579772,6.0,16.20644793596629,58.34321256947864,0.159224706224589,2063.5521926706742,105.74391893289597,13
38,-10.9439490705934,-37.0523363894564,1,2014-09-13 07:27:56,90.33066421356293,6.0,15.055110702260489,54.19839852813775,-0.1918895389509668,-2486.8884248045306,105.59098283071177,13
39,-10.9440888068829,-37.051916335502,1,2014-09-13 07:28:01,48.41922346162477,5.0,9.683844692324952,34.861840892369834,-1.0742532019871067,-13922.321497752902,108.71769859309823,13
40,-10.9441134427653,-37.051844717417,1,2014-09-13 07:28:06,8.284734227777694,5.0,1.6569468455555387,5.96500864399994,-1.605379569353883,-20805.719218826325,109.3085161183929,14
41,-10.9441646601166,-37.0516450552908,1,2014-09-13 07:28:12,22.52933789844964,6.0,3.754889649741606,13.517602739069783,0.3496571340310113,4531.5564570419065,104.6424758275939,14
42,-10.9442224036202,-37.0512781900614,1,2014-09-13 07:28:18,40.56302407568948,6.0,6.760504012614913,24.337814445413688,0.5009357271455511,6492.127023806343,99.10778138531356,15
43,-10.944110383763,-37.0510435425217,1,2014-09-13 07:28:23,28.48486709735881,5.0,5.696973419471762,20.509104310098344,-0.2127061186286301,-2756.6712974270467,64.06916332714417,15
44,-10.9437149513471,-37.0510003278261,1,2014-09-13 07:28:28,44.22246084690925,5.0,8.84449216938185,31.84017180977466,0.6295037499820175,8158.368599766947,6.124247550368807,15
45,-10.9431917869049,-37.0509992649818,1,2014-09-13 07:28:34,58.17334749537683,6.0,9.695557915896138,34.9040084972261,0.1418442910857148,1838.302012470864,0.1142835025279396,16
46,-10.9426620243735,-37.0509779955345,1,2014-09-13 07:28:40,58.95265448272547,6.0,9.82544241378758,35.371592689635285,0.0216474163152401,280.55051544551173,2.257374617190294,16
47,-10.9422370402321,-37.050899772868,1,2014-09-13 07:28:45,48.02151255484878,5.0,9.604302510969756,34.575489039491124,-0.0442279805635646,-573.1946281037975,10.243583891347612,16
48,-10.9418834994225,-37.0507762933952,1,2014-09-13 07:28:50,41.55908341481452,5.0,8.311816682962904,29.922540058666456,-0.2584971656013703,-3350.1232661937597,18.927640372649137,17
49,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:28:56,22.18397255052466,6.0,3.697328758420777,13.310383530314798,-0.7690813207570212,-9967.293917010997,21.148855034747783,17
50,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:02,0.0,6.0,0.0,0.0,-0.6162214597367962,-7986.230118188879,21.148855034747783,18
51,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:08,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,18
52,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:13,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,18
53,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:18,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,19
54,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:24,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,19
55,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:30,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,19
56,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:36,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,20
57,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:42,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,20
58,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:47,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,21
59,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:52,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,21
60,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:29:57,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,21
61,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:03,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,22
62,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:09,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,22
63,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:14,0.0,5.0,0.0,0.0,0.0,0.0,21.148855034747783,22
64,-10.9416974315862,-37.0507029806928,1,2014-09-13 07:30:20,0.0,6.0,0.0,0.0,0.0,0.0,21.148855034747783,23
65,-10.9414732738477,-37.0505875545648,1,2014-09-13 07:30:26,27.92960837563702,6.0,4.654934729272837,16.757765025382213,0.7758224548788061,10054.659015229328,26.81988280487809,23
66,-10.9413822594917,-37.0501867793554,1,2014-09-13 07:30:32,44.90924024775858,6.0,7.484873374626431,26.945544148655152,0.4716564408922656,6112.667473963763,76.97652885747783,24
67,-10.9416643981633,-37.0497713582489,1,2014-09-13 07:30:37,55.14636430901602,5.0,11.029272861803204,39.705382302491536,0.7088798974353546,9187.083470762196,124.67311716197366,24
68,-10.941952547707,-37.0493938857767,1,2014-09-13 07:30:42,52.20031349526101,5.0,10.440062699052202,37.58422571658793,-0.1178420325502003,-1527.232741850596,127.86511248834802,24
69,-10.942281490734,-37.0489806944703,1,2014-09-13 07:30:47,58.07518207019485,5.0,11.61503641403897,41.81413109054029,0.2349947429973536,3045.531869245703,129.03673633317032,25
70,-10.9427139552684,-37.048418462543,1,2014-09-13 07:30:53,77.97453317296957,6.0,12.995755528828262,46.78471990378174,0.2301198524648819,2982.3532879448703,128.0765059663977,25
71,-10.9431659277627,-37.0478404749664,1,2014-09-13 07:30:59,80.66885505131218,6.0,13.444809175218696,48.40131303078731,0.0748422743984056,969.955876203337,128.53591702683383,25
72,-10.9436276323061,-37.0473842152565,1,2014-09-13 07:31:04,71.53228359182317,5.0,14.306456718364634,51.50324418611268,0.1723295086291877,2233.3904318342725,135.8655119723038,26
73,-10.9441918710808,-37.0469297081541,1,2014-09-13 07:31:09,79.99055850854805,5.0,15.99811170170961,57.593202126154594,0.338330996668995,4384.769716830176,141.6605225481885,26
74,-10.9448888658677,-37.0464590382433,1,2014-09-13 07:31:15,92.98891703957274,6.0,15.49815283992879,55.79335022374365,-0.0833264769634697,-1079.9111414465683,146.45557808892914,26
75,-10.9454369552429,-37.0461909219212,1,2014-09-13 07:31:21,67.60951411497742,6.0,11.268252352496235,40.56570846898645,-0.7049834145720926,-9136.58505285432,154.34574892061005,27
76,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:27,25.093251889661897,6.0,4.182208648276983,15.055951133797135,-1.1810072840365422,-15305.854401113587,161.99784060700347,27
77,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:33,0.0,6.0,0.0,0.0,-0.6970347747128304,-9033.570680278282,161.99784060700347,28
78,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:38,0.0,5.0,0.0,0.0,0.0,0.0,161.99784060700347,28
79,-10.9457544131546,-37.0461003641493,1,2014-09-13 07:31:44,11.631815884054296,6.0,1.938635980675716,6.979089530432578,0.323105996779286,4187.453718259547,169.44235796109115,28
80,-10.9460552569933,-37.0459846893752,1,2014-09-13 07:31:50,35.756600091319946,6.0,5.959433348553325,21.45396005479197,0.670132894646268,8684.922314615633,159.31819895567094,29
81,-10.9463325071577,-37.0458771417091,1,2014-09-13 07:31:56,32.98895051989878,6.0,5.49815841998313,19.79337031193927,-0.076879154761699,-996.35384571162,159.1506366483959,29
82,-10.9467795711905,-37.0457245873062,1,2014-09-13 07:32:02,52.426950341675536,6.0,8.737825056945923,31.45617020500532,0.5399444394937988,6997.679935839632,161.47776100886392,30
83,-10.9470511943627,-37.0456852790102,1,2014-09-13 07:32:07,30.506459181695327,5.0,6.101291836339065,21.96465061082064,-0.5273066441213714,-6833.894107812974,171.91337631791112,30
84,-10.9470851028346,-37.0457684313181,1,2014-09-13 07:32:13,9.829745730290863,6.0,1.6382909550484772,5.897847438174519,-0.743833480215098,-9640.08190358767,247.44465550873247,30
85,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:19,1.57545334720915,6.0,0.2625755578681917,0.9452720083254902,-0.2292858995300476,-2971.545257909417,269.1320526382001,31
86,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:25,0.0,6.0,0.0,0.0,-0.0437625929780319,-567.1632049952941,269.1320526382001,31
87,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:31,0.0,6.0,0.0,0.0,0.0,0.0,269.1320526382001,31
88,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:37,0.0,6.0,0.0,0.0,0.0,0.0,269.1320526382001,32
89,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:42,0.0,5.0,0.0,0.0,0.0,0.0,269.1320526382001,32
90,-10.9470853174565,-37.0457828606557,1,2014-09-13 07:32:48,0.0,6.0,0.0,0.0,0.0,0.0,269.1320526382001,
91,-10.9394394198589,-37.0624283811754,2,2014-09-13 13:37:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
92,-10.9394423216378,-37.062569922389,2,2014-09-13 13:37:59,15.456035108381396,5.0,3.0912070216762797,11.128345278034606,0.6182414043352559,8012.408600184916,268.803782216263,33
93,-10.9394423216378,-37.062569922389,2,2014-09-13 13:38:05,0.0,6.0,0.0,0.0,-0.5152011702793798,-6677.007166820763,268.803782216263,33
94,-10.9394423216378,-37.062569922389,2,2014-09-13 13:38:11,0.0,6.0,0.0,0.0,0.0,0.0,268.803782216263,34
95,-10.9389940189541,-37.0628040561796,2,2014-09-13 13:38:17,56.02059720717321,6.0,9.336766201195536,33.612358324303926,1.556127700199256,20167.41499458236,332.852264851693,34
96,-10.9386031368379,-37.0629643381166,2,2014-09-13 13:38:22,46.854386936977086,5.0,9.370877387395415,33.735158594623506,0.0068222372399763,88.41619463009289,338.07020028487693,34
97,-10.9383580704773,-37.0627897829822,2,2014-09-13 13:38:27,33.2526570570639,5.0,6.65053141141278,23.94191308108601,-0.5440691951965274,-7051.136769746995,34.96649559830405,35
98,-10.9382929933406,-37.0623723921363,2,2014-09-13 13:38:32,46.13951416483731,5.0,9.227902832967462,33.22045019868287,0.5154742843109364,6680.546724669736,80.97685822549988,35
99,-10.9385442666704,-37.0617623761861,2,2014-09-13 13:38:38,72.22185555139913,6.0,12.036975925233188,43.333113330839474,0.4681788487109542,6067.597879293967,112.75981032846084,35
100,-10.9388976451446,-37.0610577138091,2,2014-09-13 13:38:44,86.38532201623032,6.0,14.39755366937172,51.83119320973819,0.3934296240230885,5098.847927339228,117.05648957446176,36
101,-10.939286303702,-37.0603401348362,2,2014-09-13 13:38:50,89.47097446145456,6.0,14.911829076909092,53.682584676872736,0.0857125679228956,1110.834880280728,118.88332881209692,36
102,-10.9395848167205,-37.0597757046112,2,2014-09-13 13:38:55,69.9926254022087,5.0,13.99852508044174,50.39469028959027,-0.1826607992934704,-2367.2839588433767,118.30977400922262,37
103,-10.9398125858738,-37.0593546545551,2,2014-09-13 13:39:00,52.48319403959764,5.0,10.496638807919528,37.7878997085103,-0.7003772545044427,-9076.889218377575,118.85337700213712,37
104,-10.9400391217797,-37.0589944008603,2,2014-09-13 13:39:06,46.70543590801758,6.0,7.784239318002929,28.023261544810545,-0.4520665816527664,-5858.7828982198525,122.63807587405783,37
105,-10.9402937450586,-37.0589085526268,2,2014-09-13 13:39:11,29.82377376326616,5.0,5.964754752653231,21.473117109551637,-0.3638969130699395,-4716.103993386417,161.6839000511311,38
106,-10.9404456811417,-37.0589932426757,2,2014-09-13 13:39:16,19.25908757947361,5.0,3.851817515894723,13.866543057221005,-0.4225874473517017,-5476.733317678054,208.69077966405484,38
107,-10.9407101935088,-37.0592093307299,2,2014-09-13 13:39:21,37.70457375472108,5.0,7.540914750944215,27.14729310339917,0.7378194470098984,9562.140033248284,218.73244464090456,38
108,-10.9409149805608,-37.0593807860186,2,2014-09-13 13:39:27,29.47729360863048,6.0,4.91288226810508,17.686376165178288,-0.4380054138065225,-5676.550162932532,219.42084307631904,39
109,-10.9409218740574,-37.0593826224655,2,2014-09-13 13:39:33,0.7923084807024959,6.0,0.132051413450416,0.4753850884214975,-0.796805142442444,-10326.594646054074,194.65793398865864,39
110,-10.9411148943361,-37.0595581219005,2,2014-09-13 13:39:39,28.770783464750952,6.0,4.795130577458492,17.262470078850573,0.7771798606680127,10072.250994257443,221.7553049095634,40
111,-10.941432326776,-37.0598464342116,2,2014-09-13 13:39:44,47.29286296894613,5.0,9.458572593789226,34.050861337641216,0.9326884032661468,12087.641706329265,221.725063134064,40
112,-10.9418928712691,-37.060295261613,2,2014-09-13 13:39:50,70.87659574289769,6.0,11.812765957149615,42.52595744573862,0.3923655605600649,5085.057664858441,223.73649736188776,40
113,-10.9423469125856,-37.0607462389275,2,2014-09-13 13:39:56,70.51951512697255,6.0,11.753252521162093,42.311709076183526,-0.0099189059979207,-128.54902173305234,224.28042590642104,41
114,-10.9425803954512,-37.0609680232943,2,2014-09-13 13:40:01,35.50065171870249,5.0,7.100130343740498,25.5604692374658,-0.9306244354843184,-12060.892683876767,223.0033461838604,41
115,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:07,8.646782575064254,6.0,1.4411304291773757,5.1880695450385526,-0.9431666524271872,-12223.439815456344,220.49444719146712,41
116,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:13,0.0,6.0,0.0,0.0,-0.2401884048628959,-3112.841727023132,220.49444719146712,42
117,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:18,0.0,5.0,0.0,0.0,0.0,0.0,220.49444719146712,42
118,-10.9426609697117,-37.0610417000768,2,2014-09-13 13:40:23,3.403004500868941,5.0,0.6806009001737883,2.450163240625638,0.1361201800347576,1764.117533250459,225.53202630757585,42
119,-10.942860966487,-37.0612328030135,2,2014-09-13 13:40:29,30.493176957974413,6.0,5.082196159662402,18.295906174784648,0.733599209914769,9507.445760495406,223.17236883119588,43
120,-10.943153046112,-37.0615523335932,2,2014-09-13 13:40:34,47.662430433749,5.0,9.5324860867498,34.31694991229928,0.8900579854174794,11535.151491010532,227.04585563697157,43
121,-10.9435076521971,-37.0619215277294,2,2014-09-13 13:40:39,56.38554143874208,5.0,11.277108287748415,40.5975898358943,0.3489244401997233,4522.060744988414,225.6291114672754,44
122,-10.944101382613,-37.0621534000362,2,2014-09-13 13:40:45,70.70658041326897,6.0,11.78443006887816,42.42394824796138,0.0845536301882908,1095.8150472402492,200.978417219722,44
123,-10.9446848104324,-37.0623046854073,2,2014-09-13 13:40:50,66.94362207257076,5.0,13.388724414514153,48.19940789225095,0.3208588691271984,4158.330943888492,194.2833759327144,44
124,-10.9452775946114,-37.0625165384282,2,2014-09-13 13:40:55,69.8545641530902,5.0,13.97091283061804,50.29528619022494,0.1164376832207771,1509.0323745412725,199.33521498638456,45
125,-10.9459467284756,-37.0628127118287,2,2014-09-13 13:41:01,81.12630219511779,6.0,13.521050365852965,48.67578131707067,-0.0749770774608456,-971.7029238925596,203.48828254384065,45
126,-10.9467185939207,-37.063088685173,2,2014-09-13 13:41:07,90.96202601353572,6.0,15.160337668922622,54.57721560812144,0.2732145505116096,3540.860574630461,199.3428559192569,45
127,-10.9473015742741,-37.063353116612,2,2014-09-13 13:41:12,70.96191990190673,5.0,14.192383980381344,51.092582329372846,-0.1935907377082553,-2508.9359606989897,204.0049013743147,46
128,-10.9477864438261,-37.0638136913417,2,2014-09-13 13:41:17,73.72290224840692,5.0,14.744580449681385,53.08048961885299,0.1104392938600078,1431.2932484257017,223.00278592916712,46
129,-10.9484458652489,-37.0644578543958,2,2014-09-13 13:41:23,101.59685857973106,6.0,16.93280976328851,60.95811514783864,0.3647048856011876,4726.575317391392,223.80340572945136,46
130,-10.9490483216518,-37.065008034858,2,2014-09-13 13:41:28,89.97399839657552,5.0,17.994799679315104,64.78127884553437,0.2123979832053187,2752.677862340931,221.8795287714524,47
131,-10.949794031983,-37.0657111502789,2,2014-09-13 13:41:34,112.99391946676748,6.0,18.832319911127914,67.7963516800605,0.139586705302135,1809.0437007156704,222.79083324407648,47
132,-10.9504375968955,-37.0663287864546,2,2014-09-13 13:41:39,98.32333294003044,5.0,19.66466658800609,70.79279971682192,0.1664693353756348,2157.4425864682275,223.2964489606534,48
133,-10.9510185932797,-37.0668716769588,2,2014-09-13 13:41:44,87.6714766326973,5.0,17.53429532653946,63.12346317554206,-0.4260742522933256,-5521.9223097215,222.5331589310016,48
134,-10.9516480116529,-37.0672498437447,2,2014-09-13 13:41:50,81.25726980344389,6.0,13.542878300573982,48.754361882066334,-0.6652361709942465,-8621.460776085434,210.53537690319783,48
135,-10.9519461678284,-37.067389942836,2,2014-09-13 13:41:55,36.51131168314384,5.0,7.302262336628767,26.288144411863563,-1.2481231927890428,-16175.676578545996,204.76514199034725,49
136,-10.9524568519142,-37.0676607668382,2,2014-09-13 13:42:01,64.02128183728637,6.0,10.670213639547727,38.41276910237182,0.56132521715316,7274.774814304953,207.5040268830759,49
137,-10.9531169222622,-37.0680128866316,2,2014-09-13 13:42:07,82.85366948974328,6.0,13.808944914957214,49.71220169384597,0.5231218792349145,6779.659554884492,207.6428408267514,49
138,-10.9537359657269,-37.068346468491,2,2014-09-13 13:42:12,77.87409556630578,5.0,15.574819113261157,56.06934880774016,0.3531748396607884,4577.145922003818,207.8810257931823,50
139,-10.9542564297289,-37.0686190611861,2,2014-09-13 13:42:17,65.07577929711832,5.0,13.015155859423665,46.854561093925184,-0.5119326507674987,-6634.647153946783,207.21250517477543,50
140,-10.9545603667325,-37.0687690439177,2,2014-09-13 13:42:23,37.5536433198111,6.0,6.2589405533018505,22.532185991886664,-1.126035884353635,-14593.425061223114,205.8490096149646,50
141,-10.9551056026228,-37.0690663435052,2,2014-09-13 13:42:29,68.7682207094489,6.0,11.461370118241485,41.26093242566934,0.8670715941566054,11237.247860269606,208.1615209298355,51
142,-10.9557183655362,-37.0693744433104,2,2014-09-13 13:42:34,75.98572197274422,5.0,15.197144394548843,54.70971982037584,0.7471548552614721,9683.126924188678,206.27279888012072,51
143,-10.9564599836807,-37.0695151638546,2,2014-09-13 13:42:39,83.88288025087866,5.0,16.77657605017573,60.39567378063264,0.3158863311253775,4093.886851384893,190.5526243866224,52
144,-10.9572254865313,-37.0694596750529,2,2014-09-13 13:42:44,85.33530658365412,5.0,17.067061316730822,61.44142074023096,0.0580970533110182,752.9378109107964,175.9293938834619,52
145,-10.9582645013042,-37.0693734739662,2,2014-09-13 13:42:50,115.91578260991682,6.0,19.319297101652804,69.54946956595009,0.3753726308203304,4864.829295431482,175.3434537037956,52
146,-10.9592670047711,-37.0693003846027,2,2014-09-13 13:42:55,111.75849103619493,5.0,22.351698207238982,80.46611354606034,0.6064802211172357,7859.983665679374,175.90591013490803,53
147,-10.9603340326289,-37.069247490638,2,2014-09-13 13:43:00,118.78850985753716,5.0,23.75770197150743,85.52772709742675,0.2812007528536895,3644.3617569838166,177.2137801424965,53
148,-10.9616459030409,-37.069178997781,2,2014-09-13 13:43:06,146.06483808481883,6.0,24.34413968080314,87.6389028508913,0.0977396182159514,1266.7054520787303,177.06573017360574,53
149,-10.9627094050316,-37.0691043829326,2,2014-09-13 13:43:11,118.53621892037306,5.0,23.707243784074613,85.34607762266862,-0.127379179345705,-1650.834164320337,176.0597334712744,54
150,-10.9639731912507,-37.0690349745941,2,2014-09-13 13:43:17,140.73073817771214,6.0,23.45512302961869,84.43844290662729,-0.0420201257426538,-544.5808296247941,176.91368748478124,54
151,-10.9649785320979,-37.0689742900108,2,2014-09-13 13:43:23,111.98491877095096,6.0,18.664153128491822,67.19095126257058,-0.798494983521144,-10348.494986434029,176.60860669340104,54
152,-10.9656844000839,-37.06850669225,2,2014-09-13 13:43:29,93.6275957728013,6.0,15.604599295466883,56.17655746368078,-0.5099256388374904,-6608.636279333876,146.96211997760986,55
153,-10.9659204446714,-37.0676889838326,2,2014-09-13 13:43:34,93.04359541247408,5.0,18.60871908249481,66.99138869698133,0.6008239574055864,7786.678487976399,106.38524780819677,55
154,-10.9661080889898,-37.066886307788,2,2014-09-13 13:43:39,90.07371513198406,5.0,18.01474302639681,64.85307489502853,-0.1187952112196008,-1539.5859374060267,103.39399617773552,56
155,-10.9663018114565,-37.0660084525239,2,2014-09-13 13:43:45,98.22176725034404,6.0,16.370294541724004,58.93306035020642,-0.2740747474454679,-3552.008726893264,102.6685566617914,56
156,-10.9664672112953,-37.0653403308881,2,2014-09-13 13:43:50,75.21821223731591,5.0,15.04364244746318,54.15711281086745,-0.2653304188521644,-3438.6822283240517,104.15295569567098,56
157,-10.966982125521,-37.0649914667687,2,2014-09-13 13:43:56,68.76470714115666,6.0,11.46078452352611,41.25882428469399,-0.5971429873228452,-7738.973115704074,146.37032978028162,57
158,-10.9676419823474,-37.0652842497491,2,2014-09-13 13:44:02,80.03178902129886,6.0,13.338631503549813,48.01907341277932,0.3129744966706169,4056.149476851195,203.538053906698,57
159,-10.9681432651831,-37.0655749420639,2,2014-09-13 13:44:07,64.14006956920645,5.0,12.82801391384129,46.180850089828645,-0.1021235179417043,-1323.5207925244888,209.6530213437788,57
160,-10.9687186048181,-37.0659983158624,2,2014-09-13 13:44:13,78.92271213321227,6.0,13.153785355535378,47.35362727992736,0.0542952402823481,703.6663140592319,215.84524363937163,58
